eco_code,Annual crops,Permanent crops,Pasture,Urban,Extensive forestry,Intensive forestry
NA0508,1.87329408029372E-11,1.42529973564437E-11,7.14447271654959E-12,3.35369337056896E-11,7.73218186002826E-12,8.51589891599828E-12
NA0509,6.66448536126419E-12,5.5861920830146E-12,4.7470250582149E-12,1.26436335093335E-11,1.99171534311304E-12,3.0564843490125E-12
NA0510,1.06707657653478E-11,8.9946960209099E-12,4.73772817807168E-12,1.99965897036369E-11,4.23974495205849E-12,5.42428042276356E-12
NA0511,5.98837742158498E-12,4.37614058364936E-12,4.37682616110469E-12,1.02880724912675E-11,1.34841645218485E-12,2.33449559257636E-12
NA0512,1.41099217586299E-11,1.00898844662848E-11,1.0061655759117E-11,2.42836764387363E-11,3.21180939643567E-12,5.47369602152754E-12
NA0513,1.95539503650133E-10,1.70755633655917E-10,1.10219055296561E-10,2.99384941047325E-10,4.68625593288457E-11,1.02387411835194E-10
NA0514,3.54989494138535E-12,2.97498254210388E-12,2.11949905630485E-12,7.03745458533472E-12,1.28694877501286E-12,1.65282350361323E-12
NA0515,1.04040085652565E-10,7.21331806521678E-11,1.09551338398848E-10,2.00883241548038E-10,NaN,NaN
NA0516,1.27450370946608E-11,9.97709002226745E-12,8.76407839449873E-12,2.31066620381366E-11,3.48789166831904E-12,5.63821488284682E-12
NA0517,1.02013566435433E-11,8.18940710777338E-12,4.22885390087043E-12,1.43269210050835E-11,2.54808967463603E-12,5.17113425133085E-12
NA0518,2.74324441287049E-12,2.23279239584473E-12,1.81422441241863E-12,5.11766962927166E-12,8.59163153587744E-13,1.23141877108174E-12
NA0519,6.95311544970056E-11,5.70256444114463E-11,2.95002869901812E-11,1.20885824724997E-10,2.5168244028048E-11,3.48442486851273E-11
NA0520,7.6391220122987E-12,7.26290526624201E-12,6.82456959051855E-12,1.61966374082468E-11,1.93289830382367E-12,3.85128983176183E-12
NA0521,NaN,1.27398933626744E-11,1.2539130437423E-11,2.97362864830832E-11,3.89806679273587E-12,6.49204335841888E-12
NA0522,1.25451495828477E-11,9.87769522526562E-12,7.79870143299058E-12,2.30913125502501E-11,4.09435033182733E-12,5.54405610090752E-12
NA0523,7.13755176955347E-12,5.72164392798485E-12,3.09765276857013E-12,1.12035234939719E-11,2.23652050852365E-12,3.40629583035681E-12
NA0524,3.62542070926979E-11,3.00545904879019E-11,1.94189782552631E-11,5.8004432153006E-11,1.09568663888236E-11,1.92723082163199E-11
NA0525,1.72853459464793E-11,2.28173741817802E-11,1.97221631457279E-11,3.976879572479E-11,2.57892749375037E-12,1.13151395613307E-11
NA0526,NaN,NaN,1.55228225322062E-10,NaN,3.35865202637673E-11,7.59543857042816E-11
NA0527,1.47168570976309E-11,1.08876468132884E-11,9.08172450662967E-12,2.65989828042303E-11,4.91021289417969E-12,5.85199114806404E-12
NA0528,4.84476930866367E-12,3.48143190966609E-12,3.77601438608075E-12,8.06555114970163E-12,9.34859224083604E-13,1.80771353464049E-12
NA0529,5.51235151317132E-12,4.47137223296653E-12,2.64788021318641E-12,7.90884865045379E-12,1.32909858714919E-12,2.68427914837628E-12
NA0530,1.57780311348995E-11,1.18207334580087E-11,1.26734203450289E-11,2.967117828796E-11,3.81399131362355E-12,6.50925924682145E-12
NA0601,9.06853873536493E-12,7.23332505442685E-12,6.50283046575007E-12,1.55909884060224E-11,1.71847967774584E-12,4.03978022644534E-12
NA0602,1.2527824774079E-12,1.21543821541703E-12,7.73248278986726E-13,2.62225724620447E-12,4.72101967404589E-13,7.04407576552386E-13
NA0603,1.22976905470149E-11,1.2200522688836E-11,1.09832702610754E-11,2.87569012927544E-11,3.71944979822514E-12,6.8144410676738E-12
NA0604,NaN,NaN,2.10921460068212E-11,NaN,6.39535484761576E-12,1.18127896256931E-11
NA0605,1.23281653566356E-12,1.22614997537781E-12,6.44734179975836E-13,2.55772795627971E-12,5.01864972833571E-13,7.33071941091938E-13
NA0606,4.04460772240291E-13,4.36258940196613E-13,4.86471803552172E-13,9.91513457329461E-13,1.01228417976147E-13,2.05559289778269E-13
NA0607,8.3225293923204E-13,8.40612023866743E-13,1.03828324256218E-12,1.95033944068237E-12,1.45526054303445E-13,3.84435868337685E-13
NA0608,1.97255221187173E-12,1.64111238958454E-12,1.08107722070303E-12,3.21151249845482E-12,4.94497386405786E-13,9.90203530602783E-13
NA0609,9.29085765517108E-13,9.66088190908228E-13,9.21410685742307E-13,2.14369873122436E-12,2.31784608705974E-13,5.12888954353379E-13
NA0610,1.99416560389796E-12,1.71820953598992E-12,1.35316113475163E-12,3.7701227467197E-12,5.65901516926237E-13,9.99273122431124E-13
NA0611,NaN,1.63900896761884E-11,1.1979266440111E-11,3.05276183974469E-11,3.18911986240915E-12,8.41847344814277E-12
NA0612,NaN,NaN,8.34943685138363E-13,1.49806387150366E-12,9.93465837953053E-14,2.83963984387532E-13
NA0613,2.28675228451283E-12,1.9174085985431E-12,1.56868796051119E-12,NaN,6.34249541044435E-13,1.09513176253497E-12
NA0614,1.12379932582555E-12,1.06049708950732E-12,1.39732561235338E-12,NaN,2.06081244686777E-13,5.05152609539776E-13
NA0615,NaN,NaN,8.24160086440524E-11,NaN,5.5617639212491E-11,1.3331677773251E-10
NA0616,1.19441637857226E-12,1.31085269019885E-12,1.44375664612234E-12,NaN,2.61959947641256E-13,6.28881102408607E-13
NA0617,NaN,NaN,NaN,1.55808682744896E-11,3.37935891600885E-12,4.6024632680821E-12
NA0701,3.76438380374556E-12,3.15055925582056E-12,2.16301266149829E-12,5.77397850980021E-12,6.18167438529532E-13,1.62116044797568E-12
NA0801,1.02323682930692E-11,7.38184895909555E-12,5.45398951997875E-12,1.52777298000479E-11,1.95978773985707E-12,4.48487856264467E-12
NA0802,1.29437382584881E-12,1.07682230004848E-12,5.63884393437422E-13,1.80714983309119E-12,2.81708531323461E-13,6.56551988633277E-13
NA0803,2.66724435406937E-12,1.86062426387846E-12,1.59739980725213E-12,3.90310270443189E-12,3.64273617823106E-13,1.00439172296575E-12
NA0804,2.02290546370883E-12,1.54021234897249E-12,1.01839923561712E-12,2.8177196871371E-12,3.73798914965475E-13,9.14937924745826E-13
NA0805,3.60900703767736E-12,2.99458733100511E-12,1.54075069386451E-12,4.9739898570072E-12,8.15517924314447E-13,1.97517264010029E-12
NA0806,8.08734042132891E-12,5.91235739726941E-12,4.97281260628855E-12,1.21924113693289E-11,1.18035208543393E-12,2.95107185888872E-12
NA0807,1.98915767189557E-11,1.51548497816062E-11,1.12780000822408E-11,2.89590262401806E-11,3.2339932930974E-12,8.60060796369134E-12
NA0808,5.50622072796367E-12,3.79760423615706E-12,3.60690427793335E-12,8.4911456997762E-12,8.86449096691406E-13,2.05386345390989E-12
NA0809,7.3967426519646E-12,4.94897423982444E-12,5.18269056879605E-12,1.16133050429304E-11,9.12728707687468E-13,2.49083180626263E-12
NA0810,3.13773866308292E-12,2.55715716252118E-12,1.55191330268886E-12,4.60926957248286E-12,6.1377395726548E-13,1.5226152797304E-12
NA0811,9.0329290575576E-13,6.37998042189988E-13,5.81572756127944E-13,1.35812137327286E-12,1.23804040799525E-13,3.30551777739386E-13
NA0812,8.37447860679991E-12,6.97828100026667E-12,3.97272591020989E-12,1.21617772431871E-11,1.77964905204321E-12,4.45800998002621E-12
NA0813,9.86537019495251E-12,6.64005103047826E-12,6.39125577803797E-12,1.51796975187421E-11,1.57950448495308E-12,3.50223093957853E-12
NA0814,1.21365483732028E-11,9.31886178325034E-12,6.88244257690305E-12,1.78798929585355E-11,1.89596944026496E-12,5.3410863898808E-12
NA0815,1.84570055038688E-12,1.21498626641857E-12,1.22256800113784E-12,2.79133338067401E-12,2.21583923815232E-13,5.8788066243422E-13
NA1101,2.63571602297842E-12,2.29485130186177E-12,2.69603711383689E-12,5.16304335161164E-12,3.78089034990237E-13,1.12286552336216E-12
NA1102,1.89249168034053E-11,2.23061949600834E-11,2.06787516328478E-11,NaN,NaN,NaN
NA1103,NaN,NaN,2.45852810099441E-12,4.39543504207196E-12,2.91670766683215E-13,7.64307013108611E-13
NA1104,1.60612131454566E-12,1.19368811961907E-12,1.58794017853313E-12,NaN,2.8955208270688E-13,5.70739064628492E-13
NA1105,NaN,NaN,2.36386519796E-12,NaN,NaN,NaN
NA1106,2.25050722380907E-12,1.85022705226889E-12,2.38352511858548E-12,4.48554335407529E-12,3.02439804870543E-13,8.78905984862073E-13
NA1107,3.06519437049537E-12,2.54781345384263E-12,3.02143984117129E-12,5.82418859798037E-12,4.51391472886191E-13,1.2301634689936E-12
NA1108,1.32788345370513E-12,8.0922199523917E-13,1.35922299646053E-12,NaN,1.73122736709697E-13,3.60550037196339E-13
NA1109,NaN,NaN,9.23303022812038E-13,NaN,NaN,NaN
NA1110,NaN,NaN,2.36288876681948E-13,NaN,NaN,NaN
NA1111,1.44853862216463E-12,1.15359541355022E-12,1.54431780046696E-12,2.88080615632447E-12,2.39699933403769E-13,5.65595355783205E-13
NA1112,NaN,NaN,1.57854735659345E-13,2.38926577053956E-13,NaN,NaN
NA1113,NaN,NaN,2.6342799694462E-13,3.58793991925893E-13,NaN,NaN
NA1114,NaN,NaN,3.04651817132476E-13,5.34304603517317E-13,3.80275233193926E-14,9.53477813357679E-14
NA1115,1.13914638703781E-13,9.97429446895427E-14,1.4004295713336E-13,NaN,NaN,NaN
NA1116,NaN,NaN,1.65690871919466E-12,NaN,1.98603322545727E-13,5.2485739282826E-13
NA1117,4.2295090782092E-12,3.71847089094996E-12,4.05089022347338E-12,8.33348475821428E-12,7.48709151445328E-13,1.87149912064525E-12
NA1118,NaN,NaN,4.65670018021592E-12,NaN,NaN,NaN
NA1201,1.27297458528564E-11,1.10280576683709E-11,8.76857317974275E-12,2.21400365721534E-11,2.47329219850247E-12,6.28829871285456E-12
NA1202,6.42705222527507E-12,4.55396106391259E-12,4.11072209868315E-12,1.03261523008001E-11,1.20223651840962E-12,2.46461879576006E-12
NA1203,1.62273058578174E-11,1.24462555840341E-11,1.16138076482629E-11,2.72779128625663E-11,3.02777926336315E-12,6.77867243500449E-12
NA1301,4.25649742806982E-12,3.93711841112291E-12,4.33994363883209E-12,7.94777143198046E-12,5.50631271693412E-13,1.90606713544359E-12
NA1302,1.03831518188951E-11,7.69557614047174E-12,7.49715667553217E-12,1.63885149482633E-11,1.51489297920035E-12,3.78861111499691E-12
NA1303,1.64185523051981E-12,1.35474818949141E-12,1.50241393686257E-12,2.89416352434607E-12,2.02101126665459E-13,6.30449197806914E-13
NA1304,1.36359763626775E-12,9.77035749225252E-13,1.35424327685437E-12,2.36985486859921E-12,1.71087918461501E-13,4.64182802308856E-13
NA1305,9.71649745649333E-13,6.99028805639917E-13,1.02327587624017E-12,1.68962313701491E-12,1.15749525033886E-13,3.19504494633175E-13
NA1306,1.60602977053443E-11,1.42472135738569E-11,1.56841239946401E-11,2.91261529509971E-11,2.00807823958857E-12,6.63229260135829E-12
NA1307,5.24130477864947E-12,3.79612858703799E-12,4.40961611759102E-12,8.60036016377105E-12,6.34237736389964E-13,1.73530004781482E-12
NA1308,2.71057417719384E-12,2.13327499736123E-12,2.85195297469146E-12,4.96060916421351E-12,3.22592306107643E-13,1.02392429103791E-12
NA1309,1.6283325765958E-12,1.08300833152752E-12,1.32618557365612E-12,2.66997177650332E-12,2.12135046080899E-13,5.1970471921108E-13
NA1310,2.57521699341535E-12,1.92841901189676E-12,2.33963821860924E-12,4.35538835299437E-12,3.32520331116245E-13,9.84349188464437E-13
NA1311,2.70549017892061E-11,2.0771568868845E-11,1.94772490456336E-11,4.5614056992963E-11,4.04652517988831E-12,1.04819703556149E-11
NA1312,4.19367718645683E-12,3.60485319184882E-12,3.39836188329176E-12,7.47860502216294E-12,5.52098005492513E-13,1.77945423362529E-12
NA1313,2.49367957287906E-12,1.88468605279868E-12,2.47299073883772E-12,4.75366663771743E-12,3.07984900874544E-13,8.54861009534125E-13
NT0101,3.42837375566296E-12,2.49094887935833E-12,1.82657580612684E-12,4.24743009163407E-12,6.35130187801756E-13,2.04826820607985E-12
NT0102,7.62979245322779E-11,4.73841196441254E-11,4.79772884262697E-11,1.00241374223842E-10,1.45035283150304E-11,4.34258340603568E-11
NT0103,6.32777744474018E-12,4.27470822048213E-12,3.829038682674E-12,8.2094527749878E-12,1.13406801548977E-12,3.78070723022987E-12
NT0104,3.40870811028183E-12,2.35376701935013E-12,2.29713224726678E-12,4.66618653308606E-12,5.40797107765685E-13,2.134901636967E-12
NT0105,1.46988632206095E-12,9.15682165783712E-13,1.12814948764008E-12,2.16097347716639E-12,2.21568470531948E-13,9.1717876133956E-13
NT0106,3.14795034896645E-11,1.22789344189019E-11,2.05663387372329E-11,4.01010992767312E-11,9.36219948433937E-12,1.58528159851403E-11
NT0107,3.22840466882082E-12,2.17680241857753E-12,1.95368533356003E-12,4.48577988706923E-12,8.63175159362896E-13,1.93963528388881E-12
NT0108,2.16500831044789E-11,1.45985500288659E-11,1.19182469170847E-11,2.92989526858332E-11,3.93144440580507E-12,1.27065229343293E-11
NT0109,1.96156031087396E-11,1.44355029480517E-11,1.27429654538555E-11,2.81828094856985E-11,3.21412529254833E-12,1.20440561755191E-11
NT0111,6.61513330084637E-12,4.52680150890755E-12,2.85588319808739E-12,8.91418126210042E-12,1.85159925861025E-12,3.88014601290741E-12
NT0112,4.04614228512252E-11,2.79627501706468E-11,1.94993129153449E-11,5.08221281096458E-11,9.78667601902501E-12,2.27762730831399E-11
NT0113,9.48826925381365E-11,6.4284523806832E-11,4.52254813274478E-11,1.19446411312311E-10,2.24459998896009E-11,5.83752473135111E-11
NT0114,2.12742256974477E-10,1.45051629075224E-10,1.04690794003906E-10,2.72910022585097E-10,5.20900362768148E-11,1.32539668899932E-10
NT0115,1.07446604827631E-11,7.82513429390442E-12,6.79196445860429E-12,1.51785888602155E-11,2.34947807002861E-12,6.50370327239485E-12
NT0116,NaN,NaN,5.37350637086637E-11,NaN,NaN,NaN
NT0117,3.83638067464398E-11,2.73143948137485E-11,2.33320035092027E-11,5.50341313413803E-11,8.02350214273918E-12,2.53968183622957E-11
NT0118,1.09218103625409E-11,7.66445214666172E-12,7.37162254841387E-12,1.58060960778657E-11,1.83347475609937E-12,6.60456963954219E-12
NT0119,4.93856339532022E-11,3.52940847417211E-11,2.62017824498087E-11,6.58917656634628E-11,1.04342848657756E-11,2.95922058063753E-11
NT0120,1.55152415851926E-11,1.26442878156422E-11,7.42173529300909E-12,1.93198213897826E-11,2.69603458586438E-12,9.82252045787199E-12
NT0121,8.07006769226901E-12,5.83949720596738E-12,5.34807441942151E-12,1.12379209929572E-11,1.56327546208263E-12,4.88889447798184E-12
NT0122,1.45325094314003E-10,9.22211915297316E-11,8.61514027223267E-11,1.96183131060998E-10,3.32432047382574E-11,7.93542216160098E-11
NT0124,4.37871461654491E-12,2.95360215559727E-12,2.78721043830234E-12,6.11261174338596E-12,9.66335857231862E-13,2.83048415716078E-12
NT0125,1.6373885158472E-12,1.15734069057346E-12,8.26867996277901E-13,2.39165551487431E-12,4.80074667306921E-13,1.02566841474609E-12
NT0126,5.71345756358015E-11,3.97045949693149E-11,2.81390399846097E-11,8.71711579711357E-11,1.59676261462591E-11,3.94400854106283E-11
NT0127,6.97728090658587E-12,5.93094281374627E-12,3.66306415162247E-12,8.58407870067784E-12,1.03323458835599E-12,4.19993737604068E-12
NT0128,6.55332660072594E-12,4.32755854209535E-12,2.75664052106208E-12,9.41637674722376E-12,1.94090035282692E-12,4.12219218591622E-12
NT0129,1.34784506964608E-11,9.44466150562503E-12,7.29963765929232E-12,1.82903068708124E-11,3.31555673097255E-12,8.19505859947646E-12
NT0130,2.34823925899905E-11,1.65452423194992E-11,1.26240788044244E-11,3.02622001955576E-11,5.34548299798773E-12,1.38628947628505E-11
NT0131,1.92369905612681E-11,1.68863835646716E-11,1.10188215350805E-11,2.62775573393331E-11,3.15073682565297E-12,1.29384837078115E-11
NT0132,2.29855895508163E-12,1.58270514058257E-12,1.04310303358005E-12,3.18202156605618E-12,7.01350890400907E-13,1.52412017764784E-12
NT0133,2.48567588529856E-12,1.75806205834613E-12,NaN,3.57590343708047E-12,7.53504160784011E-13,1.77507935104682E-12
NT0134,8.71684255292815E-11,7.32127394136151E-11,6.24134618234462E-11,1.28175326738893E-10,1.42606122900414E-11,5.91471705936771E-11
NT0135,8.81176312054706E-13,5.71425272267967E-13,5.12103835037822E-13,1.23503074659417E-12,2.17807652292478E-13,5.64139640177217E-13
NT0136,6.53434157921019E-12,4.77128884349289E-12,4.39487798458105E-12,9.31081323679938E-12,1.15580148521309E-12,3.94200075801688E-12
NT0137,8.61785344707083E-12,6.49035438786517E-12,5.61955302455792E-12,1.21720549960549E-11,1.33175684886741E-12,5.24295398491816E-12
NT0138,6.2676138730881E-12,4.36560685891061E-12,3.45074471751956E-12,9.48421700491527E-12,1.71940494820763E-12,4.30437982729503E-12
NT0139,2.96375898108816E-12,1.90270236339764E-12,1.71063080141368E-12,3.90714569188544E-12,6.59326799441654E-13,1.75048827783274E-12
NT0140,1.14224572314316E-12,7.4601253704654E-13,7.81821415207644E-13,1.62400380018568E-12,2.33529913463418E-13,7.30575091893366E-13
NT0141,1.01257119905718E-11,7.00553463384011E-12,4.773961134595E-12,1.48178965945347E-11,2.89613381506452E-12,6.81389994860255E-12
NT0142,3.27672412976385E-12,2.32828671244272E-12,1.57598976060151E-12,4.5454220918316E-12,9.20888583760195E-13,2.04243355388351E-12
NT0143,2.59090028416256E-12,1.74836257640769E-12,1.77257970411819E-12,3.80764697575452E-12,6.52857898010693E-13,1.61116290010244E-12
NT0144,3.06053140391074E-11,1.95643765216962E-11,1.90353835361032E-11,4.35570042623214E-11,5.29526731611731E-12,1.85045472571963E-11
NT0145,1.09197949466897E-11,7.92192721817196E-12,7.38232925271989E-12,1.49939274733518E-11,1.80290400934126E-12,6.46631648692993E-12
NT0146,7.9270174088964E-11,5.4158961060029E-11,3.75432528962215E-11,9.95599804508664E-11,1.85834108578746E-11,4.70249707147508E-11
NT0147,1.40587950669907E-11,8.47957465631378E-12,7.11541944880498E-12,2.13763771589575E-11,4.06550767372726E-12,9.31383858430703E-12
NT0148,2.68642812226948E-11,1.95372482496325E-11,1.29668709621166E-11,3.48045420524543E-11,5.99710963104463E-12,1.72390221342479E-11
NT0149,5.13971050883334E-11,3.51516666855422E-11,2.90502471578918E-11,7.81043793220023E-11,1.2125342781018E-11,3.11104711522963E-11
NT0150,2.19612137202042E-12,1.52916697460103E-12,1.26206034484735E-12,2.72714259472228E-12,3.53451176439517E-13,1.26938138084097E-12
NT0151,3.76697676887953E-11,2.7414458580975E-11,1.73659698878711E-11,4.63853523764002E-11,6.97049459038299E-12,2.33999186390089E-11
NT0152,2.11523325979017E-11,1.44388528037445E-11,1.15776282596447E-11,2.733720971428E-11,3.91212604303583E-12,1.2790796858002E-11
NT0153,4.27800623580979E-12,2.87569221599476E-12,3.19958578353096E-12,6.35862804645091E-12,7.83366234175802E-13,2.65903246548263E-12
NT0154,5.33340410180179E-12,3.83512212956224E-12,2.59941310221258E-12,6.65382808266656E-12,1.19669458146981E-12,3.17961533506257E-12
NT0155,2.39617048710364E-11,2.04821173842332E-11,1.28499455535249E-11,3.13920281456112E-11,4.50651438612504E-12,NaN
NT0156,3.99789067178632E-12,2.88333110926189E-12,1.73282697048245E-12,5.91646168762439E-12,1.28322947048703E-12,2.76348935513163E-12
NT0157,3.32994862337708E-12,2.35874914181506E-12,1.46210541933853E-12,4.77796991084214E-12,9.77763118045719E-13,2.3435515697503E-12
NT0158,3.96591101675465E-12,2.30395763117203E-12,2.98673193057254E-12,5.83665874076112E-12,8.02729890166204E-13,2.48896244533737E-12
NT0159,7.98494598668905E-11,5.44341802282647E-11,5.61133930773074E-11,1.20342922787678E-10,1.1531139365712E-11,4.79587271592468E-11
NT0160,9.66580106937652E-12,6.86266503313924E-12,5.64271217314419E-12,1.21699459245765E-11,1.73508371664454E-12,5.84995143100768E-12
NT0161,1.52647081407788E-10,1.14655613273585E-10,7.23628244802879E-11,1.97794539556644E-10,2.79630367053877E-11,9.59394089689513E-11
NT0162,4.74140840132376E-11,3.55529524958231E-11,2.32701103110465E-11,5.8622924011193E-11,9.90191631548644E-12,2.84676073136891E-11
NT0163,4.37457087564769E-12,3.27052778745064E-12,1.91263490984034E-12,6.55300366510488E-12,1.43029218975974E-12,2.88875791138051E-12
NT0164,6.13809207170256E-11,4.83706893534597E-11,3.92309939028312E-11,8.96758435797855E-11,1.00869458108622E-11,3.81379885448444E-11
NT0165,6.32805758960309E-12,4.18604882233826E-12,4.06296976622818E-12,9.48591710886088E-12,1.42969109141644E-12,3.83598263300412E-12
NT0166,1.23867109048491E-12,8.4163998424869E-13,6.32257435112327E-13,1.79962404357408E-12,3.68900540374828E-13,7.8479838885175E-13
NT0167,4.05050978989267E-11,2.72088302010521E-11,2.29531143148029E-11,5.79100773264071E-11,1.08912355749247E-11,2.48742831669283E-11
NT0168,1.77418708067862E-12,1.25752688465911E-12,8.13323438145702E-13,2.52617838589318E-12,5.01895497876409E-13,1.20513514671458E-12
NT0169,9.76413990736913E-12,6.63473230344179E-12,7.02573870641572E-12,NaN,1.91822897136697E-12,6.5945193096738E-12
NT0170,3.08913059416309E-12,2.20656352010631E-12,1.69250390585834E-12,4.24559193807475E-12,7.08503011524627E-13,1.95795193778012E-12
NT0171,4.91487765352611E-11,4.32308614178464E-11,2.31774667040981E-11,6.82847204542768E-11,9.888623170948E-12,3.50006464054877E-11
NT0173,1.35171513878854E-12,9.14182787949054E-13,6.18820625806298E-13,1.91394715804133E-12,4.21567199849832E-13,9.05493183753718E-13
NT0174,6.07742500546363E-12,4.07122074920569E-12,2.93759365397576E-12,8.7780026785589E-12,1.77858309788742E-12,3.81272010649194E-12
NT0175,1.8987450395239E-11,1.25535392021231E-11,1.2464750710056E-11,2.67964554085518E-11,3.82972060697686E-12,1.20443214023088E-11
NT0176,9.99209821998505E-12,6.92949873971029E-12,5.28915422436641E-12,1.20620412803993E-11,1.90871727740238E-12,5.80815791324973E-12
NT0177,1.05742058950021E-10,7.8292838456128E-11,4.88437982526971E-11,1.33338734138289E-10,2.25726346962578E-11,6.64175499161439E-11
NT0178,1.29733808785604E-11,1.04437590492277E-11,7.91665587069513E-12,1.75362012609235E-11,1.90295251266881E-12,7.93003180068213E-12
NT0179,7.66144146335558E-11,6.77896007607936E-11,3.72406252068605E-11,1.04644585220092E-10,1.56878995749096E-11,5.09614251504967E-11
NT0180,2.12433348062093E-12,1.45946390203969E-12,1.22187560091764E-12,2.95490735643597E-12,5.11670645461336E-13,1.3645392652705E-12
NT0181,6.28064368121226E-12,4.54412671372286E-12,2.45731425663399E-12,8.92749643983538E-12,1.78670778899446E-12,3.94117567113149E-12
NT0182,1.14838918294853E-12,3.50413924704897E-13,7.83101967316668E-13,1.52367822573624E-12,4.05220416508616E-13,6.29810063890913E-13
NT0201,7.37886026946668E-12,5.96380174907592E-12,5.74994877067723E-12,1.25206520343891E-11,1.37238631704477E-12,3.27834618604357E-12
NT0202,3.13217582531028E-12,2.3966307918958E-12,2.13696656019517E-12,5.00292058130525E-12,6.60158588420035E-13,1.39800527888553E-12
NT0204,1.24019875637253E-11,9.33322999537677E-12,6.28100355341594E-12,1.69969003901043E-11,2.58042023975808E-12,5.23748097245527E-12
NT0205,8.30983960054715E-12,6.0043099943157E-12,3.81793004020399E-12,1.10375915741782E-11,1.94434855696841E-12,3.45238700219211E-12
NT0206,3.78282925848632E-12,2.45389102122951E-12,3.7414773165127E-12,7.42168710100534E-12,7.07506560498064E-13,1.25029775110836E-12
NT0207,4.71978485975315E-11,3.95787116372358E-11,3.03424044079158E-11,7.89330738710544E-11,8.8302367132296E-12,2.17211896672876E-11
NT0209,8.31512008420674E-12,6.57360020738979E-12,3.66841106615412E-12,1.12266225764934E-11,1.82233256451922E-12,3.68161277408726E-12
NT0210,2.58370100461592E-13,2.08178592246384E-13,2.26668134171764E-13,4.80119395850568E-13,5.08604649821226E-14,1.10127220413023E-13
NT0211,3.73067304463647E-11,2.67895317732763E-11,1.5671553568879E-11,4.76140368141772E-11,8.15751500475048E-12,1.53886638036577E-11
NT0212,1.89706202517506E-12,1.38012914991136E-12,1.37316163350148E-12,3.29162526782433E-12,4.55069428500815E-13,7.7933086466919E-13
NT0213,4.84432495166458E-12,4.45485325418985E-12,1.99228298121567E-12,6.51981737384867E-12,7.71550061840247E-13,2.36306594068679E-12
NT0214,1.31700382846368E-11,1.28657702321308E-11,7.94435846912896E-12,2.33629139680613E-11,1.44108982631406E-12,5.78840480619706E-12
NT0215,1.39179609108222E-11,1.26914249527167E-11,6.85999126926261E-12,1.94201494874032E-11,2.09187088455563E-12,6.84599078324909E-12
NT0216,NaN,NaN,1.09210669507473E-10,NaN,NaN,NaN
NT0217,1.89845706469021E-11,1.46678236077809E-11,9.16657159687682E-12,2.67474276368452E-11,4.15450803768873E-12,8.85516416197615E-12
NT0218,7.24510257723474E-11,7.3081707174507E-11,3.55800795547026E-11,1.08941164049983E-10,1.32835165655908E-11,4.12961914864948E-11
NT0219,1.8764080574728E-11,1.40839906900967E-11,1.09393366951825E-11,3.09948784191977E-11,4.96695763412755E-12,9.10736405994846E-12
NT0220,2.31237932034899E-10,2.4180012878937E-10,1.40855427053155E-10,4.0789124636906E-10,4.46943725849205E-11,1.31905675810736E-10
NT0221,2.06699109344209E-11,1.88631072568704E-11,1.10839949660473E-11,3.30130776292631E-11,3.55164758501162E-12,9.41052505366094E-12
NT0222,1.3411672965783E-11,1.07300393993023E-11,8.98260288071396E-12,2.23706679744832E-11,2.63617944111005E-12,5.87883843043244E-12
NT0223,2.01366269641431E-11,1.33937858902441E-11,1.64068486533056E-11,3.42188895505923E-11,4.20306816988951E-12,6.77827953725079E-12
NT0224,8.79960639964372E-11,6.874500250299E-11,4.12578631441132E-11,1.23210735762258E-10,1.83205197528434E-11,3.87873536347562E-11
NT0225,2.78336146756174E-11,1.61256794675496E-11,2.35683122758986E-11,5.02479243574948E-11,4.18522766841147E-12,6.72916092699313E-12
NT0226,1.87451374651787E-10,1.86611237491703E-10,1.02346506915012E-10,2.86935709952216E-10,3.95273173465562E-11,NaN
NT0227,3.55542949640616E-11,3.48213995704836E-11,3.02995808864998E-11,7.02088554155567E-11,6.86373740642778E-12,1.72357482083703E-11
NT0228,5.30586758576117E-12,4.09794746428203E-12,3.01551400937494E-12,8.38930892223359E-12,1.31651100438785E-12,2.30415180234675E-12
NT0229,1.91789148178912E-11,1.7172671122205E-11,1.27489142260416E-11,3.16200173632306E-11,3.09243951337382E-12,8.86415019505033E-12
NT0230,1.52718129348326E-11,1.13567125997767E-11,7.39181985429417E-12,1.96299663322505E-11,3.23479056586708E-12,6.53588701268966E-12
NT0232,6.3984649847951E-12,5.48525886957662E-12,5.26605419512699E-12,1.16551622084091E-11,1.05532097436691E-12,2.90318905011856E-12
NT0233,6.7999686778698E-11,5.50548890715077E-11,2.88686162739433E-11,9.6176314693925E-11,1.59454520555122E-11,3.39702969229333E-11
NT0235,6.59781054790912E-12,5.38631149845383E-12,2.70953208516993E-12,1.02572336179338E-11,2.05725148218303E-12,3.52432278854684E-12
NT0301,1.9585791830086E-11,2.43543035691079E-11,1.59401435436348E-11,4.34606522233804E-11,5.23836810010801E-12,1.26858510221168E-11
NT0302,1.26096056464611E-10,9.3128390864127E-11,5.27972788132186E-11,2.30405377019477E-10,5.29871085985404E-11,5.71128163934016E-11
NT0303,7.95747177112899E-12,6.06707393505683E-12,3.56151492992836E-12,1.06615596477234E-11,1.83580095993695E-12,3.53941024095315E-12
NT0304,5.43119371719329E-11,4.7559440068772E-11,2.23034481970358E-11,7.50702597832501E-11,1.05045369321732E-11,2.95236552322112E-11
