eco_code,Annual crops,Permanent crops,Pasture,Urban,Extensive forestry,Intensive forestry
AT0710,1.00050999789692E-11,9.31234970927663E-12,3.92208507296979E-12,NaN,1.59063259297762E-12,4.88399198205022E-12
AT0711,3.38651584392302E-13,2.64894897932804E-13,2.74088244368723E-13,6.28747197879483E-13,4.66240851053442E-14,1.29292247392735E-13
AT0712,1.12319793290944E-13,1.15630453132774E-13,6.88850962733992E-14,2.41125833065999E-13,3.45288638770535E-14,7.05914413723648E-14
AT0713,2.94827581734458E-14,2.40027419925946E-14,2.48520495599583E-14,5.52458991979542E-14,3.70632639168097E-15,1.12649813516989E-14
AT0714,3.52769957806697E-12,2.91441744988063E-12,3.02052525938006E-12,NaN,5.01435047387997E-13,1.41594030103408E-12
AT0715,1.2251996063723E-13,1.04329384898227E-13,1.10040778275822E-13,2.35480183577131E-13,1.5482554338003E-14,4.54547255887903E-14
AT0716,4.42573663445736E-13,3.39523011600408E-13,3.20632660056897E-13,7.83709038120625E-13,6.28217543865567E-14,1.77140180607528E-13
AT0717,4.11263372788852E-13,3.09198828245902E-13,2.91006086760345E-13,6.87397111175964E-13,6.09633238084724E-14,1.65984487720219E-13
AT0718,1.51928533014017E-13,1.61090729304716E-13,8.70145522642919E-14,3.31177481101257E-13,1.89466550379001E-14,1.40829232235132E-13
AT0719,2.08763024476375E-13,1.77189136144774E-13,1.64750128894227E-13,3.98954792308697E-13,4.56039709259492E-14,8.02680341918218E-14
AT0721,7.32103144126926E-13,6.34646865992231E-13,3.78744546453147E-13,1.2484033460088E-12,1.25544070150456E-13,3.07897193491802E-13
AT0722,6.96931395457754E-14,5.09092339594718E-14,4.17384763539718E-14,1.07160504662922E-13,9.84424029999648E-15,2.55318669107871E-14
AT0723,1.6522328569507E-13,1.79324498952979E-13,1.36302381953536E-13,3.68355318218782E-13,4.15346634545723E-14,9.35986499070004E-14
AT0724,1.38368740578635E-12,1.27620170019239E-12,1.26076110725439E-12,3.1053205490008E-12,2.78095623766664E-13,5.20964459072238E-13
AT0725,2.11884533447908E-13,1.70035823884698E-13,1.4902408437577E-13,3.8103436905102E-13,3.62879145567138E-14,7.98033061714397E-14
AT0726,2.91862887064819E-13,2.75366476140977E-13,2.84559216913448E-13,5.82068475314067E-13,4.57126528205799E-14,1.15007916501881E-13
AT0801,NaN,NaN,2.02899711953732E-12,4.02282384362312E-12,NaN,8.8896191290246E-13
AT0802,NaN,NaN,5.97698967229572E-11,NaN,NaN,NaN
AT0803,NaN,NaN,9.25820437186524E-10,NaN,NaN,NaN
AT0901,3.96808047914709E-11,3.22601917778399E-11,3.79598384383488E-11,NaN,6.00804289911874E-12,1.59550911729281E-11
AT0902,5.89662592825474E-12,5.45583684545881E-12,6.63227932511332E-12,NaN,NaN,NaN
AT0903,1.96742728379393E-12,1.91443860599077E-12,1.71124847339914E-12,3.74056646567954E-12,2.63872551382168E-13,9.21146399309581E-13
AT0904,5.12341921363469E-12,4.19581197182667E-12,3.35120738163801E-12,8.35644270562676E-12,7.18714522467507E-13,2.17992320310076E-12
AT0905,7.48505017722184E-13,6.5056456715728E-13,6.47829942557637E-13,1.38771871716047E-12,9.84474770212574E-14,2.92145754617762E-13
AT0906,4.30606844261384E-12,4.71467641870674E-12,3.93340831502207E-12,9.13815360740196E-12,1.16694945508986E-12,2.12942721921467E-12
AT0907,1.00914247977797E-12,8.39986611614969E-13,8.60344592590202E-13,1.83078465555707E-12,2.00890436199181E-13,4.56170226248603E-13
AT0908,1.78649086842098E-12,1.75195198340633E-12,1.89927680172441E-12,3.95201704564252E-12,3.08050030212146E-13,8.7293432483689E-13
AT1001,6.12675647444148E-12,5.88654275118512E-12,5.25873085473863E-12,1.28531928326129E-11,1.58922730369496E-12,3.2266098947389E-12
AT1002,2.24821169146938E-12,2.04758490197761E-12,2.0708122033428E-12,4.32687068471586E-12,4.37064471818529E-13,1.11522787689778E-12
AT1003,1.23156269952814E-11,1.10293406655779E-11,1.11147140017523E-11,2.34336628798936E-11,1.65954511384815E-12,6.06394321992051E-12
AT1004,1.35721768866733E-12,1.11080205469072E-12,1.01850339291517E-12,2.33008643482769E-12,2.10661315917314E-13,6.89424175072076E-13
AT1005,1.83098749594766E-11,1.277370312507E-11,1.57381140427621E-11,3.2818767016218E-11,3.30699303179802E-12,7.39532970412464E-12
AT1006,2.08589402627975E-11,1.94191096863592E-11,1.44998440498647E-11,4.46588175370781E-11,6.95268759679052E-12,1.11030211294784E-11
AT1007,1.20351870743786E-12,1.01243126186222E-12,6.32281090581544E-13,1.90853242527846E-12,2.01373559875812E-13,5.72097331476353E-13
AT1008,7.2996723937069E-12,6.09070493340785E-12,3.66405495643094E-12,1.16157464389286E-11,1.37976608225525E-12,3.78735056746943E-12
AT1009,1.47552739786416E-12,1.14920361160622E-12,9.12995766413837E-13,2.32561785066194E-12,2.20126174458171E-13,7.09288183782733E-13
AT1010,9.33931222753389E-12,6.50164093650867E-12,4.46013727515215E-12,1.19813003956823E-11,1.53332925781868E-12,4.00899047818559E-12
AT1011,3.92107615780131E-11,3.1093674577817E-11,3.04299474840383E-11,NaN,5.64889545217974E-12,2.16631119895513E-11
AT1012,9.30506547300119E-12,7.8398127061438E-12,5.79077102775858E-12,1.57751347593599E-11,1.68806290318755E-12,4.84349894547462E-12
AT1013,2.86018171812809E-11,2.38674168339793E-11,1.6703541927793E-11,4.80999064387904E-11,4.73422221197913E-12,1.3738513732625E-11
AT1014,2.30559102704273E-11,1.79270397320907E-11,1.40210709657161E-11,3.58329039908931E-11,3.75155471065944E-12,1.11136815789753E-11
AT1015,6.72003909094208E-12,5.34209192163834E-12,4.96853248096048E-12,1.20766390745738E-11,1.38089733592374E-12,3.2728158769105E-12
AT1201,2.66856651912219E-11,2.4267023523394E-11,2.26374437903179E-11,4.93356022440334E-11,3.98103514716075E-12,1.23493740820464E-11
AT1202,1.98139331898024E-11,1.48686994785516E-11,1.11737965038302E-11,2.8894117706015E-11,2.73893507659541E-12,7.81275372739602E-12
AT1203,1.93077287237045E-11,1.37564146440339E-11,1.31664502493639E-11,2.69007156769387E-11,1.96225536839719E-12,6.70396681849785E-12
AT1302,1.97152689388998E-12,1.85306630320926E-12,1.89128236750712E-12,3.70826946656266E-12,2.61457892422807E-13,NaN
AT1303,4.39249985891791E-12,4.17328574681931E-12,4.55070527967604E-12,NaN,NaN,NaN
AT1304,NaN,NaN,2.53898035513303E-11,4.67583732255738E-11,NaN,NaN
AT1305,1.47664606548738E-12,1.45518600087848E-12,1.59095274015124E-12,3.01209156070122E-12,2.21092953979801E-13,7.07785999863533E-13
AT1306,1.8689175507736E-12,2.04718845196548E-12,1.84318375957616E-12,3.87752685025815E-12,NaN,NaN
AT1307,6.51585362577028E-12,5.29017578615997E-12,6.1827642092041E-12,1.19942427345741E-11,NaN,NaN
AT1308,NaN,NaN,3.47321996005319E-10,NaN,NaN,NaN
AT1309,5.95263170989745E-13,5.0280262986334E-13,5.30459923923024E-13,1.09811328915939E-12,7.823835727432E-14,NaN
AT1310,3.10209544463571E-12,2.90289892994859E-12,3.27001204200094E-12,5.92849484440832E-12,NaN,NaN
AT1311,4.8108663861526E-12,4.14217925675333E-12,3.96433810761887E-12,8.13553839568688E-12,6.30581496938009E-13,2.09759116629501E-12
AT1312,2.41471564207588E-12,2.24562073039866E-12,2.14251370405002E-12,4.41993548937817E-12,3.21994780436654E-13,1.040884764423E-12
AT1313,2.65010455906546E-12,2.28380593905387E-12,2.8554924720705E-12,NaN,3.69643910687199E-13,1.16551745524535E-12
AT1314,9.43914076287872E-13,8.05086655124129E-13,8.56207023151103E-13,1.85360081275912E-12,1.24921140637794E-13,3.7958896026178E-13
AT1315,NaN,NaN,1.56378948116173E-12,2.78891669362857E-12,NaN,NaN
AT1316,1.458649519393E-12,1.28653437117192E-12,1.38383300946999E-12,2.75905762669834E-12,1.96505055094048E-13,6.34477835396213E-13
AT1318,2.25274015499895E-11,2.20729322316586E-11,1.36837737283803E-11,NaN,NaN,NaN
AT1319,3.25011841579532E-12,2.62961658721827E-12,3.10320462292031E-12,NaN,4.00425994523155E-13,1.27910825808925E-12
AT1320,6.64010722606903E-13,5.84742717764015E-13,6.57805631342251E-13,1.27027361341433E-12,9.28382958761269E-14,NaN
AT1321,1.73230320343298E-12,1.3063423475932E-12,1.58908400248957E-12,2.94454559233481E-12,1.85371088293066E-13,NaN
AT1322,3.18010527417303E-12,2.65339361194659E-12,2.92989711550607E-12,5.29578881692507E-12,3.16307056831552E-13,1.17484652589374E-12
AT1401,3.73663374031354E-12,3.75016698157666E-12,2.4687082865157E-12,6.81933403161416E-12,9.37218822811837E-13,2.33282424229693E-12
AT1402,7.04325900907533E-12,7.57067575188286E-12,5.65482722048423E-12,1.44918856718909E-11,1.63896751042742E-12,4.17456813645236E-12
AT1403,4.60624682727268E-12,4.76464941235654E-12,3.33791909489097E-12,8.56875561481113E-12,8.96166776678274E-13,2.62405167248857E-12
AT1404,1.15050700059083E-11,1.08273252219186E-11,1.13290362810075E-11,2.50439095041039E-11,2.26177384574058E-12,6.04973154332333E-12
AT1405,1.35404470911213E-10,1.37350248932048E-10,7.24337224187436E-11,2.30651936463452E-10,3.05775048071332E-11,8.79553804692717E-11
IM0101,3.68047863714456E-11,3.10822365915653E-11,1.8275730554665E-11,5.04002580391198E-11,7.41987540799087E-12,2.88940470807748E-11
IM0102,2.57779556322207E-12,2.01665479540507E-12,1.12374820369939E-12,3.38541052929193E-12,6.31926800988423E-13,1.52831773185366E-12
IM0103,4.6361881633822E-12,2.95095595386015E-12,1.86904455123018E-12,6.70502711778086E-12,1.59906541350688E-12,2.67566220568005E-12
IM0104,8.74717995212475E-12,6.80515877989629E-12,3.74117075170739E-12,1.2593511982185E-11,2.19187773995357E-12,5.1468183715403E-12
IM0105,1.5408043382787E-11,1.08976326005343E-11,7.18548155075098E-12,1.94387929682155E-11,3.10925953778852E-12,9.70767246275E-12
IM0106,1.40611945270818E-11,9.73859673007488E-12,7.0349762818731E-12,1.80794928202695E-11,3.09664182865807E-12,8.47121069492141E-12
IM0107,2.12340508177347E-11,1.54051361647742E-11,8.97958521527926E-12,2.67187555372607E-11,3.958292494465E-12,1.23566535128179E-11
IM0108,3.97324533551954E-11,2.92080486816216E-11,1.92545130867189E-11,5.09207297684293E-11,7.26003926702932E-12,2.32376045756214E-11
IM0109,1.73972352036637E-11,1.2538281617509E-11,1.14932966623176E-11,2.8320255507608E-11,4.02525114679597E-12,1.18315932490557E-11
IM0110,NaN,NaN,2.22913935915613E-11,NaN,NaN,NaN
IM0111,1.77562035269695E-12,1.3012533988291E-12,8.23026344637374E-13,2.33065608988255E-12,3.80274483782925E-13,1.14678751505432E-12
IM0112,2.59992755825067E-11,2.15011778078047E-11,1.08787324766276E-11,3.43680432791206E-11,4.6133329385227E-12,1.4667187781609E-11
IM0113,1.36263963862111E-11,1.16300899951996E-11,5.96265836965085E-12,1.74943102281531E-11,2.02790499466725E-12,8.0855270751521E-12
IM0114,1.99279862928405E-11,1.73952511955067E-11,NaN,2.42129934430166E-11,2.91301919667335E-12,1.18031332064977E-11
IM0115,1.67666332486332E-11,1.11782274729614E-11,7.91346540375637E-12,2.21748252744115E-11,4.31448666207489E-12,1.05187419661466E-11
IM0116,3.28239943424311E-11,2.58300304596165E-11,1.49488028756691E-11,4.28845280226226E-11,5.76780653792463E-12,2.14700736739048E-11
IM0117,5.41728333008408E-12,3.52424959337471E-12,2.58639023350324E-12,7.04116365777284E-12,1.34448961136249E-12,3.13894707952338E-12
IM0118,1.71289283954999E-12,1.27919258079E-12,9.50527187344522E-13,2.24982386021352E-12,3.25249452034939E-13,1.1294979725798E-12
IM0119,8.06789470459119E-12,5.64900511245413E-12,4.47289069873294E-12,1.12600780690975E-11,1.93524135040455E-12,5.16097584240473E-12
IM0120,4.44474455005354E-12,3.08535098970453E-12,2.05334923924072E-12,5.47627730078985E-12,8.95024507964622E-13,2.6923589145124E-12
IM0121,1.18628342251244E-11,8.52458841183328E-12,6.54404454720171E-12,1.67082583332616E-11,2.75279607414648E-12,7.29588390582602E-12
IM0122,2.81305927336778E-11,2.35315182652992E-11,1.23239180023882E-11,3.92646312434505E-11,6.24564217681383E-12,1.79048952305948E-11
IM0123,8.17736162517487E-12,7.18791798624485E-12,3.44210039937484E-12,1.00954959367017E-11,1.35276856706902E-12,5.19181216528659E-12
IM0124,1.85024260052886E-11,1.33534848401451E-11,8.54144328585694E-12,2.28924648410298E-11,3.76546017786978E-12,1.13028328770913E-11
IM0125,1.91353700660747E-10,1.76611534023089E-10,1.28630739045158E-10,2.8985483791527E-10,2.83807661863158E-11,1.35264868503067E-10
IM0126,1.82310444195668E-11,1.26282664900949E-11,1.0258332929257E-11,2.53415204625129E-11,3.82639065158182E-12,1.17190414248922E-11
IM0127,5.97248626085414E-11,4.78270520754771E-11,NaN,NaN,1.68091458676159E-11,3.97211539562046E-11
IM0128,2.0165735260888E-11,1.70189119185458E-11,7.99103920053444E-12,2.5217631652435E-11,3.43895424314392E-12,1.17188417811488E-11
IM0129,6.88756224381049E-12,5.99688767594718E-12,2.91778331375602E-12,8.61478296056645E-12,1.18060184357634E-12,4.16947277196948E-12
IM0130,4.83575599499462E-11,4.33483304146602E-11,NaN,6.09266609373586E-11,7.21797583993007E-12,3.09053253487831E-11
IM0131,6.56511763701371E-12,4.58209215254356E-12,3.70726165079384E-12,9.70062541798853E-12,1.51240578361701E-12,4.14320503263128E-12
IM0132,1.05397069378312E-11,7.05731432324928E-12,5.64528393935796E-12,1.39546880687353E-11,2.3692009857659E-12,6.29553369719376E-12
IM0133,1.14480130004317E-10,8.80514083398627E-11,5.66993308790581E-11,NaN,2.62013882889779E-11,7.68437015005556E-11
IM0134,1.44785269698468E-11,1.079449743571E-11,6.92832201683643E-12,1.84766406551321E-11,3.0214229942208E-12,9.30404726068754E-12
IM0135,2.05759326947988E-11,1.5161328697215E-11,9.52184507097548E-12,2.67861010784743E-11,4.84175393808123E-12,1.39202879614648E-11
IM0136,1.54199708256999E-11,1.13407734585154E-11,8.17268698097094E-12,2.24830444547634E-11,3.74988026464158E-12,1.00348670293213E-11
IM0137,3.51788639742828E-12,2.50842751012279E-12,2.06870085260562E-12,4.9158340142866E-12,7.31415965431578E-13,2.20185267567558E-12
IM0138,4.29689527461513E-11,3.2529612768794E-11,2.08987577106391E-11,5.67942114297331E-11,8.19916425745178E-12,2.68830350447109E-11
IM0139,1.73682681587283E-11,1.15832542390686E-11,8.8454495963808E-12,2.3156825160034E-11,4.21884660324556E-12,1.08137296856173E-11
IM0140,1.26575368578929E-11,7.81205542782386E-12,6.29039210239706E-12,1.94361636177235E-11,4.20423831113381E-12,7.72292192590275E-12
IM0141,3.05057151735673E-11,2.27807758029489E-11,1.50475483756495E-11,3.91761410749488E-11,5.43484914625009E-12,1.85362588088699E-11
IM0142,2.434994001855E-11,1.78704299265198E-11,1.06620525803362E-11,2.97889342251199E-11,4.57929644257721E-12,1.5317439066374E-11
IM0143,2.96621482066874E-11,2.57065497158872E-11,1.3270494723419E-11,3.87528813939964E-11,5.48802480281428E-12,1.83304914567565E-11
IM0144,3.98725852886806E-11,3.16743974079492E-11,1.54672230291639E-11,5.42478610581091E-11,9.31369930508831E-12,2.34281439428611E-11
IM0145,1.53899458251656E-10,1.28984479377067E-10,6.50960963186128E-11,2.19690231144084E-10,2.88836292098216E-11,9.15635323280766E-11
IM0146,1.01156860070185E-11,8.40338853396926E-12,4.25560698857286E-12,1.26189940357685E-11,1.85801203459798E-12,6.15594065120294E-12
IM0147,5.73779819428767E-11,4.54027150161383E-11,2.32686859186201E-11,7.4660285942832E-11,9.48438142181558E-12,3.49837214163654E-11
IM0148,NaN,NaN,5.66288529654281E-11,NaN,NaN,NaN
IM0149,6.59139652399686E-12,5.04520005326344E-12,3.41147746897808E-12,8.22466844119918E-12,1.15566961368113E-12,4.13918337801313E-12
IM0150,2.75501890924043E-11,1.99706685029902E-11,1.2695290659593E-11,3.49074418352936E-11,6.15140436464447E-12,1.74865910082425E-11
IM0151,3.18301282797432E-11,2.34134919053019E-11,NaN,4.09826385800147E-11,7.77928219145364E-12,2.0482853771408E-11
IM0152,1.60932963528493E-11,1.13847242410588E-11,8.33394159918696E-12,2.19302313202229E-11,3.90398069440478E-12,1.05703952143683E-11
IM0153,1.41194255820525E-11,1.11608871221077E-11,6.19889633694795E-12,1.99952130882238E-11,3.00192417048538E-12,8.04517764829195E-12
IM0154,3.7024593281852E-11,3.17787347834117E-11,1.55232381820753E-11,4.70604688422342E-11,6.26326836588872E-12,2.31958389847319E-11
IM0155,1.20126900068755E-10,9.7327473181483E-11,5.19351274024716E-11,1.58391620866168E-10,2.31472759738347E-11,7.14161768926047E-11
IM0156,1.16773974349723E-10,1.05026655116605E-10,6.99652103410143E-11,1.66290977642362E-10,1.98228614125042E-11,7.84615675738019E-11
IM0157,4.33601547975261E-11,3.65956390752196E-11,1.59750292934594E-11,5.40841751445167E-11,6.4648895672484E-12,2.49782935045118E-11
IM0158,3.53155770333536E-12,2.86709867407953E-12,1.47772350378793E-12,4.28278241662833E-12,6.36162368111321E-13,2.04818187884162E-12
IM0159,8.84212552471485E-12,6.7471693235697E-12,3.54249866574731E-12,1.1931120392836E-11,2.13680001365874E-12,5.3032454490039E-12
IM0160,8.36454736887956E-12,7.19618699409602E-12,3.10777788218737E-12,1.09045655843761E-11,1.35203873926233E-12,5.11704509941075E-12
IM0161,7.15856746709911E-12,5.48041459144095E-12,3.14250611337603E-12,1.00838160021537E-11,1.6295198642569E-12,4.12201548157393E-12
IM0162,3.18562287352281E-11,2.34793168172289E-11,1.40029752803416E-11,3.99164525176919E-11,5.94019343025352E-12,1.95563526894713E-11
IM0163,1.20143006780752E-11,9.19721984481685E-12,5.55278296106131E-12,1.5231543838801E-11,2.48731808005176E-12,7.28857178215654E-12
IM0164,2.22355923777969E-11,1.742737080027E-11,9.96046898169997E-12,2.91667655954245E-11,4.27622955974689E-12,1.35567155442436E-11
IM0165,2.15920452809797E-11,1.67909754799606E-11,9.49007727414201E-12,2.83889263260118E-11,3.87075212934782E-12,1.32640336234594E-11
IM0166,3.17284446607522E-12,2.20387521277097E-12,1.40109140048673E-12,3.84149400435818E-12,6.18438231320495E-13,1.92300033642924E-12
IM0167,1.74375290937588E-11,1.39447499205216E-11,7.59571947898135E-12,2.25688033178447E-11,2.93630066679861E-12,9.62803322689708E-12
IM0168,2.04286369514212E-11,1.69445110681267E-11,8.2275723513478E-12,2.52595354378626E-11,3.12249894030086E-12,1.19198701956313E-11
IM0169,3.28079808564296E-11,2.30877977896254E-11,2.08827486638753E-11,4.58191774777568E-11,5.50686082269019E-12,2.10400900894538E-11
IM0170,7.72683571296575E-11,6.3674235230264E-11,4.01182013722394E-11,1.01578822770912E-10,1.51956958676932E-11,5.79167817965617E-11
IM0171,1.64638154036982E-10,1.30840625065936E-10,8.5396336975964E-11,2.25956303723777E-10,3.32406855157933E-11,1.13515769329639E-10
IM0172,1.45923531542779E-11,1.14821508053353E-11,7.67424849117159E-12,1.94218516338544E-11,2.93101461990258E-12,9.71818829699761E-12
IM0201,1.49527107126539E-12,1.20542131568705E-12,6.9946762488878E-13,2.16408902791961E-12,3.20631514215258E-13,7.46584932524755E-13
IM0202,1.88436844885298E-12,1.54458037868696E-12,8.7448162815155E-13,2.74696721400553E-12,4.35003920288528E-13,9.15564664155031E-13
IM0203,2.78520354423236E-12,2.14241513956102E-12,1.26491050125362E-12,3.94945849590959E-12,6.29107247258357E-13,1.39522658828714E-12
IM0204,1.39221496549727E-11,1.12418584902716E-11,5.60198805666779E-12,1.91073481068226E-11,2.83191622532176E-12,6.93435366070239E-12
IM0205,1.21466612347502E-11,9.68581540308552E-12,5.43758371911268E-12,1.78723493625952E-11,2.95693795165382E-12,6.12720388013127E-12
IM0206,1.4490136657264E-12,1.17552969620583E-12,6.48768005275532E-13,2.05787554618055E-12,3.07990531263803E-13,7.18574571373291E-13
IM0207,1.90751374711714E-12,1.50833986507222E-12,8.94050214280508E-13,2.82391059667449E-12,4.45311075237292E-13,9.86484973129395E-13
IM0208,4.75119190724232E-12,3.95048766362518E-12,2.11970999121093E-12,7.15053785269166E-12,1.17980095928841E-12,2.66342259789616E-12
IM0209,4.50248979360588E-12,3.50130892576686E-12,1.95140628786755E-12,6.23468286304908E-12,1.02840852707526E-12,2.1638480275015E-12
IM0210,3.9002929025377E-12,3.15951722650271E-12,1.92513045455853E-12,5.74634984668957E-12,9.72512495345067E-13,1.81622581265642E-12
IM0211,9.43592553020598E-12,8.33450455850837E-12,4.61418837948499E-12,1.44555902867949E-11,2.25960398435864E-12,4.89474194969995E-12
IM0212,4.77667928007619E-12,4.47549853361143E-12,2.03321514886371E-12,7.1464131119758E-12,9.60118001906793E-13,2.47592491129147E-12
IM0301,1.57520046612424E-11,1.23442825481715E-11,6.6246054120595E-12,2.21960870205988E-11,3.94366802525478E-12,8.06286089766567E-12
IM0302,4.1752379180153E-11,3.93450348517456E-11,1.54568135213798E-11,6.08895023813909E-11,8.88583029143327E-12,2.21413503303513E-11
IM0303,4.69144178522542E-11,3.4143711108967E-11,3.35457949647466E-11,8.72776104702537E-11,1.29863976730676E-11,2.14866340070023E-11
IM0304,1.07835691012356E-10,7.11347077354382E-11,3.70041065062184E-11,1.86091484449172E-10,4.2026725893429E-11,4.46918608315012E-11
IM0401,1.46449002340936E-11,1.2481359500176E-11,7.41512961797047E-12,2.85550977186125E-11,5.28765503900064E-12,7.62282643763532E-12
IM0402,7.58331660705342E-11,7.27712792627875E-11,3.88480618248552E-11,1.72811962929798E-10,3.57750178612208E-11,4.57890602810148E-11
IM0403,1.1461574802547E-11,7.45620859325601E-12,5.54697156562862E-12,1.69825631125772E-11,2.95026656293199E-12,4.34528532022206E-12
IM0501,2.9307574445488E-11,1.8936441683305E-11,1.62906813359297E-11,4.83809991725073E-11,9.56262975851374E-12,1.07463331158338E-11
IM0502,2.50229153882778E-11,1.98557921781968E-11,1.36478243524262E-11,3.96101632230838E-11,5.89791445743523E-12,1.13018055703477E-11
IM0701,9.14314934286482E-12,7.34561582131064E-12,3.89653330126116E-12,1.35512190572461E-11,2.13382201563257E-12,4.68167701390515E-12
IM0901,3.16675548329594E-12,2.57270286713545E-12,2.73420859297814E-12,5.64722621032387E-12,4.54666049100108E-13,1.32587489487431E-12
IM1001,1.47057758394721E-11,1.41114896489411E-11,4.65948693589851E-12,NaN,3.51289161028759E-12,8.20055534495679E-12
IM1301,9.44923902928397E-13,7.9678272722128E-13,4.52665448618574E-13,1.44812620001095E-12,1.63818938969806E-13,4.20128653347534E-13
IM1302,5.95834412005493E-12,4.49605867964565E-12,3.34566014927162E-12,9.38928103044863E-12,NaN,NaN
IM1303,8.32844953997646E-13,6.64862979168406E-13,4.21179445880284E-13,1.26667226124594E-12,1.40524666738477E-13,3.60060947518456E-13
IM1304,5.20174146919266E-13,3.40916521599067E-13,3.8591615373716E-13,8.35485671419822E-13,NaN,NaN
IM1401,4.86262447505025E-11,3.6145648309034E-11,2.13535926625475E-11,6.96024125662271E-11,1.182333267334E-11,2.38421931364744E-11
IM1402,2.33316270186184E-11,1.9458102089699E-11,1.01319423385822E-11,3.51400939230462E-11,5.0145485423139E-12,1.12005796566748E-11
IM1403,3.98659992003222E-11,2.71553028488013E-11,2.49148313343393E-11,6.39232287605468E-11,9.23768528238834E-12,1.68685858236742E-11
IM1404,1.81752217221738E-11,1.49134380814564E-11,7.84940234154773E-12,2.761638378867E-11,4.32876638653754E-12,8.03656923944999E-12
IM1405,9.39426579013021E-12,7.77964178869426E-12,3.47270353801363E-12,1.61083090025823E-11,2.97680823840497E-12,4.47205392622159E-12
IM1406,1.43325465107655E-11,1.20528511545299E-11,5.85372435146382E-12,2.09204417984234E-11,3.36340635169016E-12,7.90212935155778E-12
NA0201,5.65708545057722E-12,4.22054575874974E-12,4.06515679378358E-12,9.84571052862955E-12,1.26838937869698E-12,2.37275389446734E-12
NA0302,4.07859375801067E-12,3.07374067724938E-12,2.69414519805077E-12,7.00656142297088E-12,1.07098444476128E-12,1.68088680471484E-12
NA0303,1.55770466062255E-11,1.20141061930211E-11,1.1217948123382E-11,2.50993623665688E-11,3.00390995303782E-12,6.26506467777945E-12
NA0401,1.1815253965916E-11,1.01977153037367E-11,4.27612435145308E-12,2.09978995491414E-11,4.18071908935981E-12,6.61011763057074E-12
NA0402,6.22175335757582E-12,5.03084629365308E-12,2.39845091302611E-12,1.047010804936E-11,2.17826789802826E-12,3.16018663709086E-12
NA0403,7.69826564858164E-12,6.14686578855137E-12,3.21720804759414E-12,1.22538483570881E-11,2.50533586124363E-12,3.88484373684429E-12
NA0404,5.0282289210274E-12,3.83207039236227E-12,2.29560504762242E-12,6.9643755864471E-12,1.04677457975367E-12,2.28698467035248E-12
NA0405,2.27768122738674E-11,1.91423241298686E-11,1.41212203154017E-11,3.56566443797926E-11,4.01713699149783E-12,9.98714218516396E-12
NA0406,2.2814988949096E-12,2.07468141765711E-12,9.03741511212741E-13,4.28702265719348E-12,8.85237219409813E-13,1.40997876406393E-12
NA0407,1.07368247427927E-11,9.0231079634101E-12,4.34555670123273E-12,1.55849135070837E-11,2.61573672128647E-12,5.78716784770279E-12
NA0408,1.33333929787676E-11,1.353804842178E-11,8.56177471285864E-12,2.91033098561897E-11,4.774806902451E-12,8.51399106627046E-12
NA0409,1.5015480507314E-11,1.17707995106144E-11,5.7313724807014E-12,2.01501410599942E-11,2.82168452335896E-12,7.23349591444473E-12
NA0410,3.69160447899617E-12,3.54253436160319E-12,1.53033793178563E-12,7.44653264036711E-12,1.53323028309242E-12,2.34283954466408E-12
NA0411,1.48364742662562E-11,1.33141632348016E-11,6.92099647139524E-12,2.31181172039061E-11,4.23559481959184E-12,8.87033516521744E-12
NA0412,1.65013406311558E-11,1.33632405024712E-11,7.60430148220619E-12,2.62461201141998E-11,4.72222823024955E-12,8.22796060315942E-12
NA0413,4.16382558254566E-12,3.32332066343243E-12,1.53105861401304E-12,6.28750687435077E-12,1.2179672608296E-12,2.07771966812346E-12
NA0414,7.04370045469863E-12,5.47438252196664E-12,2.61370585880197E-12,9.16123119823837E-12,1.32145462284038E-12,3.29555197674675E-12
NA0415,8.92173692304805E-12,7.03375215518575E-12,3.42881486087468E-12,1.22636564036873E-11,1.88592636420108E-12,4.46709810745511E-12
NA0416,3.67782882754725E-12,3.015630678695E-12,1.49548756008638E-12,6.01269531998092E-12,1.17176886048103E-12,2.0083631253414E-12
NA0417,6.58912251568178E-11,5.17259090037344E-11,3.33334142429757E-11,9.83927804443138E-11,1.81654249856705E-11,3.26339068800945E-11
NA0501,1.13403744497195E-11,9.84452401328734E-12,7.80948975813039E-12,2.20346243399453E-11,3.47513755065594E-12,5.33536079525783E-12
NA0502,4.48518770687947E-12,3.52147768845664E-12,2.59124973306704E-12,7.42062181147287E-12,1.18213377302288E-12,1.99470521504454E-12
NA0503,8.6913352002517E-12,6.39252315830282E-12,8.10054296627327E-12,1.58960535103184E-11,1.41375735184007E-12,3.08052383391525E-12
NA0504,9.5420406606138E-11,8.72252759758903E-11,4.95746393463314E-11,1.47600979485252E-10,2.55292863536391E-11,5.50739082880666E-11
NA0505,1.04608742639352E-11,8.43837759501981E-12,9.65879578238091E-12,1.96699629340123E-11,1.63737475300108E-12,4.11767913492186E-12
NA0506,4.58638554032437E-12,3.9886598488755E-12,3.23343796084958E-12,9.49314606281031E-12,1.56041769575516E-12,2.14772358524055E-12
NA0507,1.26101264349792E-11,9.68683402057001E-12,8.5825756719201E-12,2.40065123523002E-11,4.15451045731883E-12,5.15221753910767E-12
